sample_id,image_path,vehicle_id,pair_id,view,width,height,body_mask,windshield_mask,bogie_mask,door_mask,keypoint_path,valid_body,valid_windshield,valid_bogie,valid_door,valid_nose_tip,source_raw
front_f97c2b6e,images/front_f97c2b6e.jpg,CRH380G_09-Side_Front,f97c2b6e,front,1222,1080,masks/body/front_f97c2b6e.png,masks/windshield/front_f97c2b6e.png,,,keypoints/front_f97c2b6e.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_f9d43a75,images/front_f9d43a75.jpeg,CR400BF-J-0003-06-FrontSide,f9d43a75,front,1034,1080,masks/body/front_f9d43a75.png,masks/windshield/front_f9d43a75.png,,,keypoints/front_f9d43a75.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_f9f2436e,images/front_f9f2436e.jpg,KDZ1A-Side_Front,f9f2436e,front,1110,1080,masks/body/front_f9f2436e.png,masks/windshield/front_f9f2436e.png,,,keypoints/front_f9f2436e.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_fb32fca6,images/front_fb32fca6.jpg,CR200J-Side_Front,fb32fca6,front,1147,1080,masks/body/front_fb32fca6.png,masks/windshield/front_fb32fca6.png,,,keypoints/front_fb32fca6.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_fb48707a,images/front_fb48707a.jpg,CJ5_-_0505_-_06_-_FrontSide,fb48707a,front,1267,1080,masks/body/front_fb48707a.png,masks/windshield/front_fb48707a.png,,,keypoints/front_fb48707a.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_fb7ac7ca,images/front_fb7ac7ca.jpeg,C400BF-K-0001-01-FrontSide.003,fb7ac7ca,front,901,1080,masks/body/front_fb7ac7ca.png,masks/windshield/front_fb7ac7ca.png,,,keypoints/front_fb7ac7ca.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_fbbd87b0,images/front_fbbd87b0.jpg,CRH6A_06_FrontSide,fbbd87b0,front,1437,1088,masks/body/front_fbbd87b0.png,masks/windshield/front_fbbd87b0.png,,,keypoints/front_fbbd87b0.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_fbef5b94,images/front_fbef5b94.jpg,CR200J-B_10_FrontSide,fbef5b94,front,1009,1080,masks/body/front_fbef5b94.png,masks/windshield/front_fbef5b94.png,,,keypoints/front_fbef5b94.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_fbfd9c89,images/front_fbfd9c89.jpg,CRH1E_NEW_7-Side_Front,fbfd9c89,front,1074,1080,masks/body/front_fbfd9c89.png,masks/windshield/front_fbfd9c89.png,,,keypoints/front_fbfd9c89.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_fc04f4f4,images/front_fc04f4f4.png,CJ2_-_08_-_FrontSide,fc04f4f4,front,1313,1080,masks/body/front_fc04f4f4.png,masks/windshield/front_fc04f4f4.png,,,keypoints/front_fc04f4f4.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_fc28c831,images/front_fc28c831.jpg,CRH3A_06-Side_Front,fc28c831,front,1322,1080,masks/body/front_fc28c831.png,masks/windshield/front_fc28c831.png,,,keypoints/front_fc28c831.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_fc4ce755,images/front_fc4ce755.jpeg,CRH0307-0001-03-FrontSide,fc4ce755,front,1108,1080,masks/body/front_fc4ce755.png,masks/windshield/front_fc4ce755.png,,,keypoints/front_fc4ce755.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_fc614ac2,images/front_fc614ac2.jpg,CRH380BG-Side_Front,fc614ac2,front,1101,1080,masks/body/front_fc614ac2.png,masks/windshield/front_fc614ac2.png,,,keypoints/front_fc614ac2.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_fccd4809,images/front_fccd4809.jpg,CR400BF_6-Side_Front,fccd4809,front,990,1080,masks/body/front_fccd4809.png,masks/windshield/front_fccd4809.png,,,keypoints/front_fccd4809.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_fcec73b9,images/front_fcec73b9.jpg,CR300AF-0001-Side_Front,fcec73b9,front,1090,1080,masks/body/front_fcec73b9.png,masks/windshield/front_fcec73b9.png,,,keypoints/front_fcec73b9.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_fd1ca7c1,images/front_fd1ca7c1.jpeg,CRH5-001A-06-FrontSide,fd1ca7c1,front,1158,1080,masks/body/front_fd1ca7c1.png,masks/windshield/front_fd1ca7c1.png,,,keypoints/front_fd1ca7c1.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_fd6666fb,images/front_fd6666fb.jpg,CRH380CL_02-Side_Front,fd6666fb,front,1182,1080,masks/body/front_fd6666fb.png,masks/windshield/front_fd6666fb.png,,,keypoints/front_fd6666fb.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_fdeddb7c,images/front_fdeddb7c.jpg,CR450AF_05_FrontSide,fdeddb7c,front,1209,1088,masks/body/front_fdeddb7c.png,masks/windshield/front_fdeddb7c.png,,,keypoints/front_fdeddb7c.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_fdf7f50f,images/front_fdf7f50f.jpg,CRH380A0-Side_Front,fdf7f50f,front,1166,1080,masks/body/front_fdf7f50f.png,masks/windshield/front_fdf7f50f.png,,,keypoints/front_fdf7f50f.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_fea8ad4a,images/front_fea8ad4a.jpg,CR300AF-0003_-_04_-_FrontSide,fea8ad4a,front,1253,1080,masks/body/front_fea8ad4a.png,masks/windshield/front_fea8ad4a.png,,,keypoints/front_fea8ad4a.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_ff8a8023,images/front_ff8a8023.jpeg,CRH2C_front_side.010,ff8a8023,front,1048,1080,masks/body/front_ff8a8023.png,masks/windshield/front_ff8a8023.png,,,keypoints/front_ff8a8023.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_ff9e9bf2,images/front_ff9e9bf2.jpg,C300BF-K-0001-Side_Front,ff9e9bf2,front,1097,1080,masks/body/front_ff9e9bf2.png,masks/windshield/front_ff9e9bf2.png,,,keypoints/front_ff9e9bf2.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
front_ff9ec71b,images/front_ff9ec71b.jpg,CR400BF-Z-0524-Side_Front,ff9ec71b,front,1083,1080,masks/body/front_ff9ec71b.png,masks/windshield/front_ff9ec71b.png,,,keypoints/front_ff9ec71b.json,1,1,0,0,1,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\project13_split_labelme\front_images
